writer_id,quality_label,suspect_device,number_of_surveys,number_of_sensors,number_of_gyro_records,number_of_accelerometer_records,days_in_study,build_version,device_model
da652628-c6a6-4a9a-9952-937f28f96cd7,intermittent,FALSE,98,463,57,55,82,2.7.5-WASH-Mar2020,"iPhone12,1"
45674ebc-9646-473f-9418-13bf556c9560,limited-sensors,FALSE,117,152,17,17,82,2.7.5-WASH-Mar2020,"iPhone11,2"
89ff3935-b1fb-422f-8eef-f4bf4fd2f853,limited-surveys,FALSE,131,294,34,35,84,2.7.5-WASH-Mar2020,"iPhone12,3"
18367b77-a82a-4c6f-b4aa-d5f76013922b,active,FALSE,137,1629,213,212,85,2.7.5-WASH-Mar2020,"iPhone12,1"
dc7e42be-547e-4ff9-a6fd-25e628a99c8f,intermittent,FALSE,161,571,64,70,83,2.7.5-WASH-Mar2020,"iPhone11,2"
8bb9d11c-7197-494a-b01d-3fd1db236c9c,intermittent,FALSE,159,320,40,38,84,2.7.5-WASH-Mar2020,"iPhone10,6"
25321e1b-858a-4eef-b6b3-fded595c2d3d,active,FALSE,127,1226,166,163,84,2.7.5-WASH-Mar2020,"iPhone10,4"
28f5ae23-6701-4ee6-ba05-0e8fc634c75b,sparse,FALSE,1,9728,401,667,55,1.6.7-beta,SM-N910T
5fdce87c-8f41-497e-a686-f16a6e73c954,limited-surveys,FALSE,7,485,26,26,17,1.6.7-beta,SM-G960U
cc7992f1-7534-42bd-86de-e43cc010146b,active,FALSE,94,4108,187,186,86,1.6.7-beta,SM-N960U
afb741a1-019b-4c10-b505-5cd59be0c732,limited-surveys,FALSE,30,207,25,26,21,2.7.5-WASH-Mar2020,"iPhone8,1"
a200f79c-f88d-4725-85d7-0c41e1d9f717,limited-surveys,FALSE,151,222,27,30,84,2.7.5-WASH-Mar2020,"iPhone12,5"
f5fd1e00-c98b-4c84-8791-dd38968afab1,active,FALSE,155,1551,205,197,83,2.7.5-WASH-Mar2020,"iPhone12,1"
8057401d-485d-4ee1-a998-2174231d9d47,limited-surveys,FALSE,11,1148,58,58,37,1.6.7-beta,SM-N975U
27d65f0a-4517-459b-aee7-70bf200431cd,intermittent,FALSE,34,3240,136,135,26,1.6.7-beta,SM-G970U
daaf07c7-7580-4c89-a2e6-971f9d7f71ac,intermittent,FALSE,21,1811,74,79,83,1.6.7-beta,Pixel 3a
a58ea087-fb5e-4994-91a7-7f4d11b7d89a,sparse,FALSE,0,26,1,1,1,1.6.7-beta,SM-G965U
b98405db-2405-4577-8e4d-a1027caffd22,active,FALSE,69,4114,297,297,51,1.6.7-beta,SM-M305M
52fc74c3-5dcd-47f9-86b3-5543ca0fbe99,active,FALSE,92,1502,215,214,82,2.7.5-WASH-Mar2020,"iPhone11,6"
70d5854c-6e0f-49d6-b673-29c00f1a72d9,committed,FALSE,122,7522,346,347,86,1.6.7-beta,SM-G965U1
3d1944a3-4941-4337-981a-17ef2ff6fc29,limited-sensors,FALSE,137,98,9,10,83,2.7.5-WASH-Mar2020,"iPhone10,3"
63860920-1ef5-441e-8661-bc4d87a7e0e1,limited-sensors,FALSE,119,17,1,1,82,2.7.5-WASH-Mar2020,"iPhone12,1"
e98a58e6-11ba-4d4a-9275-78908c5e92cd,committed,FALSE,92,25173,1137,1138,77,1.6.7-beta,Pixel 2 XL
62c4290c-7f84-45cf-a927-e3f36a4785c2,limited-surveys,FALSE,10,476,25,25,50,1.6.7-beta,SM-N976V
9a197648-28fc-4b78-89b9-24e5db50aed2,active,FALSE,44,2863,119,119,111,1.7.1,SM-G988U
b64f09d1-0f31-4278-a9e0-5287af7c43d4,few sensors,FALSE,57,6,0,0,30,2.7.5-WASH-Mar2020,"iPhone10,1"
43d23153-78fb-426e-94e1-fa1efdf8e494,limited-sensors,FALSE,164,184,18,18,84,2.7.5-WASH-Mar2020,"iPhone11,8"
6a404aa3-1c59-4b00-a5d2-e5d664f4c9ba,active,FALSE,158,1727,237,231,83,2.7.5-WASH-Mar2020,"iPhone10,4"
cb21ef29-8a4f-42bc-bd19-177ebc5416ad,committed,FALSE,95,7386,348,349,86,1.6.7-beta,SM-N970U
f75b2830-fecb-4361-8f2f-73fa2f3eae66,committed,FALSE,146,6259,1149,1144,84,2.7.5-WASH-Mar2020,"iPhone12,1"
09f4ba44-6508-480b-958f-aabfdcc1b571,limited-surveys,FALSE,2,3385,0,765,29,1.6.7-beta,Z558VL
df403596-ff50-4bf2-ad41-6f0724ff1049,intermittent,FALSE,62,1988,83,83,87,1.6.7-beta,SM-G965U
80e44332-3c15-4e56-b0fe-da149c6dff23,committed,FALSE,98,9718,455,468,85,1.6.7-beta,REVVLRY+
3b2e1401-3b79-4752-8aad-21cb3aa5e718,limited-sensors,FALSE,156,26,1,0,83,2.7.5-WASH-Mar2020,"iPhone11,8"
dbf24205-b9f2-4fbe-8082-a56703e52311,active,FALSE,133,4485,692,685,74,2.7.5-WASH-Mar2020,"iPhone12,3"
c92f74e5-4ace-483a-8320-51e9dc91f41c,active,FALSE,134,1120,135,135,84,2.7.5-WASH-Mar2020,"iPhone11,8"
0945433f-05bd-4aa5-ade7-befb321d6292,intermittent,FALSE,30,3261,133,133,37,1.6.7-beta,SM-G955U
e7018575-a4ff-4d31-9299-8fcefe35f795,active,FALSE,145,1020,126,126,83,2.7.5-WASH-Mar2020,"iPhone10,5"
6f4f3e05-6c95-41b3-b4fc-1060b2a21011,committed,FALSE,106,6346,292,292,85,1.6.7-beta,SM-N960U
ed32587e-0a1e-4903-8f35-9fdfeaa4dee0,limited-sensors,FALSE,19,148,17,18,26,2.7.5-WASH-Mar2020,"iPhone10,1"
596ecc35-240c-4d78-b754-8553a5634c86,sparse,FALSE,0,396,0,22,0,1.6.7-beta,H1711
616017cd-7fe6-4fd1-9d68-2708424fbfd4,limited-surveys,FALSE,27,1140,0,254,22,1.6.7-beta,QS5509A
1574654c-d2ef-48cd-a043-2fa09f4a4c07,committed,FALSE,70,6850,273,269,83,1.6.7-beta,Pixel 4 XL
3e286f31-8bf7-4057-8c9a-7eaf938dd55d,limited-sensors,FALSE,37,36,3,3,33,2.7.5-WASH-Mar2020,"iPhone11,8"
06e927a4-a551-4112-910b-50477caf7446,active,FALSE,123,2059,304,303,85,2.7.5-WASH-Mar2020,"iPhone10,2"
8bb82554-d8d2-435f-98b5-cbd5d0392824,active,FALSE,156,1614,226,222,85,2.7.5-WASH-Mar2020,"iPhone10,2"
23f8fcdb-8261-4b20-9dae-5c813983aa9e,intermittent,FALSE,163,675,85,88,82,2.7.5-WASH-Mar2020,"iPhone10,4"
9081d24e-c452-4cb2-b098-fed33fad91b7,committed,FALSE,64,12115,600,600,75,1.6.7-beta,SM-G960U
fe885029-4301-4b88-a0dc-8c8ab35e65a4,sparse,FALSE,0,18,1,1,0,1.6.7-beta,E6910
d3b54b08-537d-4484-bbe7-fb8568da1077,committed,FALSE,68,19840,796,796,85,1.6.7-beta,SM-G955U
1e713006-ffd8-46bb-a8ef-eef785cc3549,active,FALSE,133,1977,271,269,85,2.7.5-WASH-Mar2020,"iPhone11,8"
236e4acd-e279-45db-84f5-394bf90fb1ce,intermittent,FALSE,23,1554,69,69,43,1.6.7-beta,SM-G965U1
5b3b5014-7bcb-47ed-b766-f1069ba2f249,limited-sensors,FALSE,162,136,17,21,84,2.7.5-WASH-Mar2020,"iPhone6,1"
461fb2cd-a4ea-4a6f-8a2f-768f92e82866,limited-surveys,FALSE,11,1917,84,85,21,1.6.7-beta,moto g(7) power
7495a7ec-6984-4839-a51a-62432852b0cb,intermittent,FALSE,40,676,84,88,27,2.7.5-WASH-Mar2020,"iPhone8,1"
507a071c-8452-4cd5-88b1-8100367ba96d,intermittent,FALSE,50,534,63,63,38,2.7.5-WASH-Mar2020,"iPhone12,1"
45d3192c-4c11-4809-99cc-4def0cf1db24,active,FALSE,140,2419,330,325,83,2.7.5-WASH-Mar2020,"iPhone11,8"
e9adc120-7f7a-45a3-9f75-23dc6e2fb3cf,intermittent,FALSE,154,514,66,61,84,2.7.5-WASH-Mar2020,"iPhone12,3"
592d4185-a64d-4794-9770-3d17be20c2d4,limited-sensors,FALSE,157,35,2,2,83,2.7.5-WASH-Mar2020,"iPhone10,3"
5aefc5f3-2d9c-450d-a9d9-44f341342edf,active,FALSE,55,1343,181,179,30,2.7.5-WASH-Mar2020,"iPhone12,5"
30f3cbf3-c70c-46e4-86ef-d4bda5993993,limited-sensors,FALSE,93,119,15,14,82,2.7.5-WASH-Mar2020,"iPhone9,1"
e50b4026-792f-4ece-ba1e-bdc25f020a7a,committed,FALSE,57,23067,945,947,55,1.6.7-beta,Pixel 3 XL
1eaaf952-98a8-4bac-87dd-611781f54d58,committed,FALSE,113,10716,494,493,85,1.6.7-beta,SM-N960U
14dc57dd-0f46-47a8-8b05-c2073aec2e3e,committed,FALSE,52,14698,535,537,56,1.6.7-beta,SM-G950U
4b20caa3-7737-4c28-bb4e-ca5a19be6c5b,intermittent,FALSE,147,685,81,80,83,2.7.5-WASH-Mar2020,"iPhone11,6"
30b9b61d-ed52-4916-ad67-705201d477dc,limited-surveys,FALSE,5,692,28,29,3,1.6.7-beta,LM-X320
993df651-4ce1-41e6-9125-7b6c82874664,committed,FALSE,134,35444,1331,1345,86,1.6.7-beta,LG-H932
38be4a0f-d420-4d10-a388-5e67d7ae4b71,intermittent,FALSE,39,545,69,69,30,2.7.5-WASH-Mar2020,"iPhone9,2"
db81bed1-1a47-4562-a781-b8921e98c180,sparse,FALSE,1,14,2,2,82,2.9.8-WASH-Jul2020,"iPhone12,1"
02742ab9-ef31-41f5-9dee-019c4a909b49,limited-sensors,FALSE,124,125,13,13,81,2.7.5-WASH-Mar2020,"iPhone8,1"
73d14111-7b52-440a-a940-0e87091cbb6a,intermittent,FALSE,131,497,66,64,83,2.7.5-WASH-Mar2020,"iPhone12,1"
80fd6f36-a93d-4145-a7e2-b58be27d56c9,intermittent,FALSE,140,642,86,92,81,2.7.5-WASH-Mar2020,"iPhone10,2"
05a745ec-8620-48fd-81b0-d653f1cb3301,limited-sensors,FALSE,63,191,32,30,81,2.7.5-WASH-Mar2020,"iPhone10,5"
81cde273-e0f5-4666-b42b-53889cdfa92b,limited-sensors,FALSE,9,46,4,5,16,2.7.5-WASH-Mar2020,"iPhone12,5"
f393d96a-a731-43c5-8e34-734f86557b11,intermittent,FALSE,38,736,105,108,20,2.7.5-WASH-Mar2020,"iPhone11,6"
c7c58e25-23ed-43c5-8fb7-ba2ca3470d60,limited-sensors,FALSE,61,78,9,9,81,2.8.2-WASH-Apr2020,"iPhone12,1"
d9a536db-1a6a-4e65-8745-8aa60dfcde01,intermittent,FALSE,47,738,86,85,29,2.7.5-WASH-Mar2020,"iPhone10,6"
42f100e5-fd8d-413b-878f-25b8bc19c3f5,limited-sensors,FALSE,105,40,1,1,81,1.6.7-beta,SM-G930V
067d4fe4-4876-430b-8d62-56514726a261,limited-surveys,FALSE,121,267,33,30,83,2.7.5-WASH-Mar2020,"iPhone10,5"
7b72c2f2-3a2c-4352-9953-15e1cf70c166,limited-sensors,FALSE,111,146,17,16,85,2.7.5-WASH-Mar2020,"iPhone9,1"
96b4f9d2-cfcd-4502-8c5c-85be1ab9e846,intermittent,FALSE,32,1381,191,198,88,2.7.5-WASH-Mar2020,"iPhone12,1"
1c8a9d80-2f02-4e98-a043-a0aca716f447,committed,FALSE,122,29679,1508,1534,85,1.6.7-beta,SAM-SM-G930A
7142b99f-3c8f-4768-a86b-799025ddcdb0,active,FALSE,118,1437,164,173,72,2.7.5-WASH-Mar2020,"iPhone9,2"
2b89987a-ca8c-4068-9cf6-a024645892f8,intermittent,FALSE,139,292,41,42,83,2.7.5-WASH-Mar2020,"iPhone10,5"
926f9cac-2ff2-43fb-8e23-e864342cf665,active,FALSE,135,1876,238,235,83,2.7.5-WASH-Mar2020,"iPhone11,8"
e115621f-8c99-4fdd-84d9-3d83281a8109,active,FALSE,82,1174,174,163,82,2.7.5-WASH-Mar2020,"iPhone7,2"
bd230004-f8bf-4c3a-af04-e0b2cf1ec036,active,FALSE,95,3242,139,139,86,1.6.7-beta,SM-G950U
7ab4ded7-5562-494b-81cc-11ebd11310f9,intermittent,FALSE,39,474,45,48,92,2.8.2-WASH-Apr2020,"iPhone10,2"
c0e8c93b-aa6e-4990-922f-6830474c764e,committed,FALSE,71,17868,783,782,84,1.6.7-beta,SM-G965U
5aa208be-3111-4950-a7f8-b34d7c8a401f,sparse,FALSE,2,72,8,11,21,2.7.5-WASH-Mar2020,"iPhone7,2"
a32aad85-e2cf-4f71-8994-ce28da1f1ebb,active,FALSE,107,1710,228,236,82,2.7.5-WASH-Mar2020,"iPhone10,3"
e0a9d1c2-cb74-4dde-8d43-68f1694c943e,limited-sensors,FALSE,47,11,1,1,41,2.7.5-WASH-Mar2020,"iPhone11,8"
10f4550c-beb4-48f8-a1a5-157ce78a4f98,intermittent,FALSE,37,330,41,44,85,2.8.2-WASH-Apr2020,"iPhone10,2"
4f4f08c7-889b-49a9-8897-3e7d5fc15734,intermittent,FALSE,94,727,108,103,84,2.7.5-WASH-Mar2020,"iPhone8,1"
7af9bd78-69ce-400d-8fd0-9edda3d12792,committed,FALSE,53,15340,653,668,85,1.6.7-beta,Pixel 3
0d8bbaee-036f-4ca2-9f06-bc0f422bc951,intermittent,FALSE,96,439,53,53,78,2.7.5-WASH-Mar2020,"iPhone12,1"
b60c929f-5588-43e3-8529-8a611615f318,intermittent,FALSE,149,479,63,68,83,2.7.5-WASH-Mar2020,"iPhone12,1"
23c369d1-8ebe-4ea4-99fe-976bf59d53db,active,FALSE,74,1322,174,172,82,2.7.5-WASH-Mar2020,"iPhone9,2"
fca5a7e8-bcc2-4179-bb43-357a44f978b0,limited-surveys,FALSE,5,774,37,37,5,1.6.7-beta,SAM-SM-G935A
4fa3b64e-b2bd-4fc0-8ed3-d614e2931949,limited-sensors,FALSE,26,49,5,5,26,2.7.5-WASH-Mar2020,"iPhone11,8"
855e1132-0bba-4132-a5ff-07f93b831211,intermittent,FALSE,163,850,108,107,85,2.7.5-WASH-Mar2020,"iPhone10,1"
af136fc8-424e-4507-9848-70469e075291,limited-sensors,FALSE,158,52,3,3,84,2.7.5-WASH-Mar2020,"iPhone12,1"
35792878-e85e-45f0-a397-56fd7e5d10d3,sparse,FALSE,3,21,3,5,3,2.7.5-WASH-Mar2020,"iPhone10,3"
d9e60fb6-68cd-4d10-b77d-e9385359299f,intermittent,FALSE,162,405,44,42,83,2.7.5-WASH-Mar2020,"iPhone11,8"
29157513-6c3d-42db-9837-73c79a6cd75d,active,FALSE,147,1159,149,161,82,2.7.5-WASH-Mar2020,"iPhone10,2"
95b66d9d-23c0-4e99-9c1d-9ba46297335b,limited-sensors,FALSE,159,100,10,10,84,2.7.5-WASH-Mar2020,"iPhone11,2"
6fe3e406-8a36-47cd-87b9-d1cb69d32186,limited-surveys,FALSE,13,1105,46,50,70,1.6.7-beta,GM1917
9e977cf5-c53b-45f2-9a93-26730587774e,limited-surveys,FALSE,12,1018,52,52,41,1.6.7-beta,ONEPLUS A6003
6e5195f8-70c6-4dc4-9903-1c8a043a210c,intermittent,FALSE,95,550,80,80,84,2.7.5-WASH-Mar2020,"iPhone8,4"
c7426f57-b90e-4e9e-98cc-7fe1e4703951,limited-surveys,FALSE,3,1011,54,55,5,1.6.7-beta,H8266
c676a764-7c4d-4b6f-b438-c23d5c5f3413,limited-sensors,FALSE,11,199,0,44,27,1.6.7-beta,Z557BL
c3e99360-fabb-4a8c-8838-e76eab002b2b,limited-sensors,FALSE,109,45,5,3,85,2.8.2-WASH-Apr2020,"iPhone8,2"
d37dacfd-0f4a-4f75-a104-13c0a7d60f25,sparse,FALSE,0,1208,60,60,2,1.6.7-beta,SM-G955U
810fbc4c-345e-4397-98a1-4287ca3c1391,limited-sensors,FALSE,157,21,2,3,83,2.7.5-WASH-Mar2020,"iPhone12,5"
6e7e0d99-806c-463c-bbe3-fd3488537ede,active,FALSE,41,1359,171,173,30,2.7.5-WASH-Mar2020,"iPhone9,4"
8f39199a-5356-4e3d-9179-8c3a1b7f0872,intermittent,FALSE,164,819,105,106,83,2.7.5-WASH-Mar2020,"iPhone12,1"
848794d1-cba9-41c2-8064-52c71cb232c3,intermittent,FALSE,154,494,58,55,83,2.7.5-WASH-Mar2020,"iPhone12,1"
d76a3838-2c32-4d74-b623-bcbc8533236f,active,FALSE,40,2560,104,104,103,1.6.7-beta,SM-G973U1
950b8b92-f6a5-44f1-b546-8221fa6ba098,limited-sensors,FALSE,119,18,4,3,83,2.7.5-WASH-Mar2020,"iPhone9,1"
5e26bb64-10f5-4c63-8f7b-f70953d69894,active,FALSE,42,3068,141,141,100,1.6.7-beta,SM-N975U
2a9716d3-7c68-4d8b-b984-c3e8057823d9,committed,FALSE,87,6889,238,239,64,1.6.7-beta,LG-H932
cf61974d-0592-424c-841e-5598655ec3d0,sparse,FALSE,0,379,22,22,6,1.6.7-beta,SM-A205U
35a99389-c715-4356-b6b4-11f159ae64c5,committed,FALSE,107,13835,692,692,85,1.6.7-beta,SM-N950U
2e704c87-21ad-48a9-a2f5-24969fcc71f6,committed,FALSE,123,11157,476,475,86,1.6.7-beta,SM-G960U
b3a07a8b-f955-4331-b786-8cbc2497ae33,active,FALSE,73,4594,206,205,85,1.6.7-beta,SM-N950U
10500694-ca40-4b21-9f6e-58c6b583450a,active,FALSE,40,7038,372,372,90,1.7.1,SM-G965U
7880ea86-59a5-47cb-b27a-150b3605fd9a,sparse,FALSE,0,147,20,16,1,2.7.5-WASH-Mar2020,"iPhone10,3"
04c4628d-82e9-4bd2-8f59-18524d6c55ac,committed,FALSE,139,39660,1854,1870,85,1.6.7-beta,XT1635-01
a1193b7d-6bf8-46a9-bd08-4689de5a40c6,active,FALSE,162,1124,153,158,83,2.7.5-WASH-Mar2020,"iPhone11,8"
758a8a8e-49d6-4ced-9455-f02e89854d54,committed,FALSE,85,10810,540,538,324,1.6.7-beta,Moto G (5) Plus
cffe4e07-fcb7-4407-ae44-2ac7f507a952,intermittent,FALSE,139,578,84,82,84,2.7.5-WASH-Mar2020,"iPhone12,3"
bd8e4ec7-0e51-4047-9b47-d42cb441adfe,committed,FALSE,90,11338,352,357,85,1.6.7-beta,LM-G820
af01c5e0-741f-4f7c-aa3a-a747e9fc4cf9,active,FALSE,125,4489,192,191,84,1.6.7-beta,SM-N975U
a7928d18-42a9-4e0d-b853-e3e6da5fecc2,limited-sensors,FALSE,158,166,22,20,84,2.7.5-WASH-Mar2020,"iPhone11,8"
3681670b-e9bb-48dd-bbb2-2f2b250d35ba,sparse,FALSE,0,21,1,1,0,1.6.7-beta,SM-N975U
4b8037b1-c586-4533-b903-6cb9846b9afb,sparse,FALSE,0,25,1,1,0,1.6.7-beta,SM-N950U
add9b569-dd1c-4305-bf82-a3848263ceb0,active,FALSE,74,3531,139,140,79,1.6.7-beta,SM-G950U1
531d988f-1dd8-4eef-ba11-18199673af9b,limited-surveys,FALSE,150,201,22,20,83,2.7.5-WASH-Mar2020,"iPhone12,5"
eda74fa0-8605-4c64-b6f4-76a90771f72f,intermittent,FALSE,26,1473,68,68,45,1.6.7-beta,SM-G960U
cb3204e2-96db-4d0e-8fd3-e0a5c9436f53,limited-sensors,FALSE,72,155,16,17,57,2.7.5-WASH-Mar2020,"iPhone10,3"
302909de-ebec-441f-b3c5-84b8c5cd37cc,committed,FALSE,121,19672,748,749,85,1.6.7-beta,LM-G850
2f8def86-c2b3-4aca-b672-85c149675524,limited-surveys,FALSE,3,389,0,72,17,1.7.1,SAM-SM-J120A
1ecb46bb-24f0-4722-b42b-5be58f6b0cbb,limited-surveys,FALSE,22,732,0,130,91,1.7.1,SAM-SM-J120A
505ec59b-96d7-4da4-9f7b-b8f4dbed3fac,limited-sensors,FALSE,47,14,1,1,29,2.7.5-WASH-Mar2020,"iPhone11,6"
6d115e44-a002-42ae-b7fa-f3ccad649d24,limited-sensors,FALSE,90,39,2,2,85,2.7.5-WASH-Mar2020,"iPhone10,1"
6eedf93f-ad07-4afb-93e3-40a23851b688,intermittent,FALSE,113,993,152,156,84,2.7.5-WASH-Mar2020,"iPhone12,3"
4b1d2526-b8be-4bdb-813b-f7186be9124c,intermittent,FALSE,70,630,78,81,85,2.8.2-WASH-Apr2020,"iPhone10,6"
411d0e90-7976-4f2a-a2e9-6bf7fbfa07fb,intermittent,FALSE,57,658,84,90,84,2.7.5-WASH-Mar2020,"iPhone11,8"
cd7a8e01-1d7a-439c-849a-e2c90e388049,active,FALSE,138,1825,288,284,83,2.7.5-WASH-Mar2020,"iPhone12,1"
4fccae99-6e58-4f75-a62a-e2cd8d0c36da,committed,FALSE,106,10737,512,512,83,1.6.7-beta,SM-G960U
56d6fcad-4da1-4fbf-bf24-afa483484e86,few sensors,FALSE,5,0,0,0,12,2.7.5-WASH-Mar2020,"iPhone12,1"
0d308734-1854-42e4-bec6-bb078795930a,active,FALSE,59,2920,136,138,63,1.6.7-beta,Moto G (5) Plus
562f57f2-484d-4573-b89a-bb60849f7e7f,limited-surveys,FALSE,44,236,31,26,29,2.7.5-WASH-Mar2020,"iPhone7,2"
4ac976fd-04b2-44a6-b51c-9f7e97165628,intermittent,FALSE,51,937,127,126,83,2.7.5-WASH-Mar2020,"iPhone12,1"
e3d2f3bc-1b2d-49f7-9a17-608dca5c83e1,limited-sensors,FALSE,15,47,5,5,21,2.7.5-WASH-Mar2020,"iPhone12,1"
3e8618b3-34c1-4fba-bd07-06caf53fdd12,limited-sensors,FALSE,148,94,9,7,84,2.7.5-WASH-Mar2020,"iPhone10,3"
a3c1b070-ed10-4b53-a903-b99254fed5f9,intermittent,FALSE,140,925,123,127,84,2.7.5-WASH-Mar2020,"iPhone12,5"
06dc5dcd-5426-4df5-9b93-84052a917819,active,FALSE,136,1466,177,175,83,2.7.5-WASH-Mar2020,"iPhone11,2"
05fe1793-6633-4c21-b943-5a25b45b7ce5,committed,FALSE,85,7723,335,336,85,1.6.7-beta,SM-N970U
eb7153ad-1610-424c-b34c-a223cd6cd668,active,FALSE,96,1448,177,182,85,2.7.5-WASH-Mar2020,"iPhone9,1"
76e9c963-4327-4270-8bef-c4023d8f42cd,intermittent,FALSE,85,805,115,112,51,2.7.5-WASH-Mar2020,"iPhone7,2"
22ec7a26-2a95-493c-962e-07da64897253,committed,FALSE,125,6509,289,306,85,1.6.7-beta,LM-X210(G)
933f319b-3158-4077-aa64-a3857a68ac1c,limited-sensors,FALSE,133,45,5,4,83,2.7.5-WASH-Mar2020,"iPhone12,1"
c8173ace-5a4e-46aa-b63f-d56f64168045,sparse,FALSE,1,3876,227,229,88,1.6.7-beta,SM-G920T
fc9de97c-d3a6-4953-a9be-4c7051079e48,intermittent,FALSE,22,2644,116,120,88,1.6.7-beta,Nokia 3.1 Plus
66dda9e6-0202-436b-b13a-d3f9637cd013,limited-surveys,FALSE,69,210,32,18,50,2.7.5-WASH-Mar2020,"iPhone10,4"
d64a6446-cc1b-45bf-bee9-85cc3b81202b,sparse,FALSE,0,2,0,1,14,2.8.2-WASH-Apr2020,"iPhone10,4"
b7a9b1be-1b21-4374-bb5b-50a3d108262c,sparse,FALSE,1,8229,0,696,18,1.6.7-beta,LGL63BL
9314e9f7-10da-4c98-97b5-147adc4ab813,limited-surveys,FALSE,23,430,0,67,85,1.7.1,N5002L
6a6c6bc3-a34d-4a1b-b3e8-5d6068cc9913,committed,FALSE,81,8610,464,468,85,1.6.7-beta,SM-N975U
974c14e8-b29a-4cbf-a428-b3fe606feeec,active,FALSE,166,1042,117,123,84,2.7.5-WASH-Mar2020,"iPhone11,6"
7e4bf484-b811-48bc-9743-3fbd94739f45,limited-surveys,FALSE,155,259,37,34,84,2.7.5-WASH-Mar2020,"iPhone8,2"
e1560296-503d-49b5-8e89-844e30f2943a,intermittent,FALSE,135,321,38,41,84,2.7.5-WASH-Mar2020,"iPhone12,5"
73257d80-80ca-47e1-937f-1c85d26e4527,intermittent,FALSE,153,751,108,110,84,2.7.5-WASH-Mar2020,"iPhone7,2"
6d3c4bc5-2923-4667-892b-2e2bf01836dc,committed,FALSE,119,15581,726,719,88,1.6.7-beta,Pixel 2 XL
21aac6b6-49ea-4146-a37d-c032cf5823c6,intermittent,FALSE,88,876,120,130,67,2.7.5-WASH-Mar2020,"iPhone8,1"
09b5ef26-ba80-48b1-932a-0ebde321432f,limited-sensors,FALSE,107,63,5,5,88,2.8.2-WASH-Apr2020,"iPhone9,1"
3eb9777c-7635-44f1-9576-5c91c6baa766,limited-sensors,FALSE,46,34,4,4,29,2.7.5-WASH-Mar2020,"iPhone11,2"
36422f0f-8579-471e-ac57-dd1c8c815f02,committed,FALSE,143,48597,1930,1932,85,1.6.7-beta,SM-G950U
2d22631a-7dad-4736-b82c-22e69fc539a0,sparse,FALSE,0,14,2,2,2,2.7.5-WASH-Mar2020,"iPad7,5"
d827c20f-4123-4a29-b222-ee236525d44f,limited-sensors,FALSE,156,159,14,16,84,2.7.5-WASH-Mar2020,"iPhone10,3"
65548f61-0166-48c7-b5b1-2fcc403e16cf,limited-surveys,FALSE,14,1070,49,52,19,1.6.7-beta,LM-Q710(FGN)
91f8e27d-9f54-4cbe-ad26-f0f37feff8be,intermittent,FALSE,141,927,136,139,83,2.7.5-WASH-Mar2020,"iPhone10,2"
a107d5f6-5b4e-41ea-b538-da8836a391a3,limited-sensors,FALSE,7,13,2,1,81,2.9.6-WASH-Jun2020,"iPhone11,2"
912c9d87-4b32-4761-9969-f98617b6807a,active,FALSE,102,2230,273,280,86,2.9.1-WASH-May2020,"iPhone9,2"
e0a02835-93ec-48ba-8578-7857fc08bfd2,intermittent,FALSE,33,569,71,72,18,2.7.5-WASH-Mar2020,"iPhone9,4"
e7b1e45f-c72e-4ae9-8550-2d17637659ad,active,FALSE,113,1693,224,227,84,2.7.5-WASH-Mar2020,"iPhone8,1"
f0499db4-ebdc-4200-9eab-b21e614f9645,limited-sensors,FALSE,41,94,10,11,29,2.7.5-WASH-Mar2020,"iPhone10,3"
102bb787-1d44-4992-b314-68fb72a3c265,active,FALSE,94,1343,172,168,65,2.7.5-WASH-Mar2020,"iPhone9,1"
7924b351-48a2-430f-8216-080b318d0466,active,FALSE,166,1722,217,213,84,2.7.5-WASH-Mar2020,"iPhone9,4"
d3772768-a2e1-4b79-92a3-5ff769a11692,intermittent,FALSE,137,508,66,66,84,2.7.5-WASH-Mar2020,"iPhone11,8"
cff0e52f-3b24-43eb-81a5-1f6b7693976e,intermittent,FALSE,50,475,56,58,28,2.7.5-WASH-Mar2020,"iPhone10,1"
3f8887ee-a637-49f6-9af2-66ab1c53770d,committed,FALSE,120,5626,270,270,86,1.6.7-beta,Pixel 2
acf31499-851b-4121-b6ca-651c087d6d0d,active,FALSE,118,2941,139,139,85,1.6.7-beta,SM-G960U
f8469da3-634e-4c1f-92a0-4ee2526e6f11,intermittent,FALSE,153,621,70,68,94,2.8.2-WASH-Apr2020,"iPhone10,1"
7a540e7b-9a25-4db3-8758-bc32eb9cbc01,limited-surveys,FALSE,97,2357,0,456,67,1.6.7-beta,SM-J260AZ
39eaeeaa-08b4-4b7b-ac04-148348da236c,intermittent,FALSE,33,322,44,42,28,2.7.5-WASH-Mar2020,"iPhone12,1"
c1e16caf-1a49-429e-8b5d-f938f621e007,committed,FALSE,81,26396,1186,1188,505,1.6.7-beta,LM-Q720
85d7b1a8-d3d5-4cea-8faa-dd50bc75f5b4,intermittent,FALSE,18,3739,129,128,47,1.6.7-beta,PH-1
d569e8c1-e29e-4157-87e0-0eea0148d160,active,FALSE,46,3962,173,174,104,1.6.7-beta,SM-G973U
82e350ab-16b7-4883-bd06-536a0179dcbb,committed,FALSE,122,15624,693,692,85,1.6.7-beta,SM-N975U
