writer_id,quality_label,suspect_device,number_of_surveys,number_of_sensors,number_of_gyro_records,number_of_accelerometer_records,days_in_study,build_version,device_model
e82cc862-6094-46e5-ad8d-8d8dbf787377,active,FALSE,172,2638,437,323,74,3.3.5-WASH-Feb2021,"iPhone8,1"
17d135a5-301e-4fb8-b73d-fd0eaf377701,limited-sensors,FALSE,98,31,4,4,51,3.3.5-WASH-Feb2021,"iPhone12,1"
ab281c8b-b3df-4fc1-a8a9-3d3895831e7d,few sensors,FALSE,8,73,1,48,7,2.0.4-WASH,SM-N960U1
0c039550-7d16-4494-980e-28d4fb5242ec,active,FALSE,61,1883,263,266,71,3.3.5-WASH-Feb2021,"iPhone13,4"
30dbd3f1-a9eb-4326-8c5d-69cfdf4a5410,few sensors,FALSE,17,0,0,0,n/a,2.0.4-WASH,Redmi Note 8
2d233b55-a53d-4e04-a748-f50d52e941df,limited-sensors,FALSE,31,97,10,13,31,3.3.5-WASH-Feb2021,"iPhone11,8"
8c8413cb-7318-4c26-a4d2-e2f2af6f4207,intermittent,FALSE,20,1741,252,242,71,3.3.5-WASH-Feb2021,"iPhone12,3"
a4df1c7e-44c8-41ec-9808-81c1942d6f49,limited-surveys,FALSE,597,215,0,72,81,2.0.4-WASH,S21
2dcbf464-9a35-453b-b57a-57be5e33f48b,active,FALSE,155,1452,199,220,82,3.3.5-WASH-Feb2021,"iPhone12,1"
f313736c-1fc6-4bff-8e25-9cf2f0b3a9b2,limited-surveys,FALSE,91,218,12,19,54,2.0.4-WASH,SM-A505F
9f83b93f-a371-4b24-be7b-f73b222b720a,limited-surveys,FALSE,88,270,25,31,78,2.0.4-WASH,SM-A505F
6c94b4b2-f2ef-4661-9d69-57b4c31d4269,intermittent,FALSE,111,535,65,66,68,2.0.4-WASH,SM-A505F
7c23e3e0-f181-4826-aa5c-2d1b517e6907,intermittent,FALSE,86,406,56,52,56,2.0.4-WASH,SM-A505F
b85d540b-3913-429d-bca4-f4ef72bd1dce,intermittent,FALSE,82,383,50,59,79,2.0.4-WASH,SM-A505F
eabe2169-eb9a-4ad9-af84-7ce89d7585a5,intermittent,FALSE,97,651,48,58,82,2.0.4-WASH,SM-A505F
5a9a261c-1034-4121-ae76-b62d403f2492,limited-sensors,TRUE,81,15,0,2,52,2.0.4-WASH,TECNO KD6
4d649a15-1361-4120-a2f9-090efc998d6d,limited-sensors,FALSE,10,18,0,16,15,2.0.4-WASH,Pixel 3a XL
0ca83ee3-0bc6-4692-bbb3-73a769331df1,active,FALSE,186,1713,228,220,82,3.3.5-WASH-Feb2021,"iPhone13,4"
a65d861e-0e24-4841-8d55-e9c61bd9507f,few sensors,TRUE,49,7,0,3,19,2.0.4-WASH,TECNO KD6
e40c7e0b-cef1-4e5c-bfea-f190ae46a066,few sensors,FALSE,16,21,3,3,9,3.3.5-WASH-Feb2021,"iPhone11,2"
f3884cd8-d5d3-4676-904a-acc7117d055e,limited-sensors,FALSE,133,47,6,5,82,3.3.5-WASH-Feb2021,"iPhone11,2"
e299d8a1-2c03-4905-8b93-c85133b89205,intermittent,FALSE,25,2154,374,402,28,2.0.4-WASH,SM-G950U
eb9be417-0489-4494-854f-4ed99ecf2f87,intermittent,FALSE,15,809,235,202,50,2.0.4-WASH,SM-J727T
f494bdd7-1d88-4dd9-9df4-ef3d31c4bb0c,intermittent,TRUE,123,340,36,45,78,2.0.4-WASH,TECNO CC7
bc0ba69c-19b1-44d3-aab6-c1622a37ca65,limited-sensors,FALSE,28,28,0,13,52,2.0.4-WASH,Mi A2 Lite
d4c3f5cf-2956-42ea-a013-0f7e038a1f53,intermittent,FALSE,137,395,53,48,71,3.3.5-WASH-Feb2021,"iPhone10,5"
b2d8f8c6-acf7-43c2-b671-6f6f8e75ad52,active,FALSE,123,1185,203,149,71,3.3.5-WASH-Feb2021,"iPhone11,2"
d0333142-45d4-4f86-8535-7dd379143666,active,FALSE,96,2343,280,282,76,3.3.5-WASH-Feb2021,"iPhone12,8"
bf245e71-5adb-4016-a5f5-60b8e027beaf,intermittent,FALSE,55,441,66,56,30,3.3.5-WASH-Feb2021,"iPhone12,1"
62c56438-50ae-457a-8c14-e70f8eaa93d0,sparse,FALSE,1,1,0,0,0,3.3.5-WASH-Feb2021,"iPad5,4"
45c2e581-1223-4403-8595-0504f9808075,limited-sensors,FALSE,147,38,4,4,82,3.3.5-WASH-Feb2021,"iPhone10,2"
4745ca48-8ed0-435d-976d-7ca60132d8e6,limited-surveys,FALSE,57,224,29,28,44,3.3.5-WASH-Feb2021,"iPhone11,2"
4513019a-fd6a-40da-b3eb-53024be2708c,active,FALSE,139,1238,167,164,71,3.3.5-WASH-Feb2021,"iPhone12,8"
ce99783d-06a1-4558-9655-a59c8785d6bc,intermittent,FALSE,95,654,112,146,48,3.3.5-WASH-Feb2021,"iPhone7,2"
194de704-0076-4a97-bd99-949f81aeb9f8,few sensors,FALSE,6,217,0,82,2,2.0.4-WASH,Nokia 3 V
9085aaee-775a-4c26-9657-4ad4cbc67ef6,intermittent,FALSE,131,447,64,60,68,3.3.5-WASH-Feb2021,"iPhone11,8"
d57a8b58-ca70-4731-a120-4867e7fabdb5,limited-surveys,FALSE,10,472,59,124,32,2.0.4-WASH,SM-G950U
84dd0bed-c20b-4c8e-82ad-6a3bad71c61f,limited-sensors,FALSE,60,102,0,23,42,2.0.4-WASH,KIW-L24
8fe80470-0fc6-4e4c-9018-11a5b6c363b5,sparse,FALSE,3,10,1,1,1,3.3.5-WASH-Feb2021,"iPhone11,6"
0c774cc2-7767-4fc3-a7b8-fc8072aafdbd,intermittent,FALSE,23,15709,2766,2839,78,2.0.4-WASH,SM-G960U
23f28b97-2dbf-41c5-8d2e-d195330a93a2,active,FALSE,111,2193,300,294,82,3.3.5-WASH-Feb2021,"iPhone12,1"
014b7fc0-fe21-4e29-a537-9b38cec19eb1,limited-surveys,FALSE,142,233,31,29,82,3.3.5-WASH-Feb2021,"iPhone10,3"
795132ba-7b2f-484a-9348-5e88e9464c93,limited-sensors,FALSE,41,176,26,23,31,3.3.5-WASH-Feb2021,"iPhone11,8"
11719f64-d7e0-4ac8-9619-a284839a98f5,active,FALSE,68,2368,270,316,60,2.0.4-WASH,LM-X220
a1a1bd37-17b6-4ad1-8155-31c148fcfcbf,committed,FALSE,68,16820,2113,2238,84,2.0.4-WASH,SM-N986U
265e1674-bf11-46c6-80ec-e3217f0703d1,committed,FALSE,66,13169,1785,1857,84,2.0.4-WASH,SM-N950U
4f6bd6ef-0d81-4c5b-ac63-9e20220f1af4,intermittent,FALSE,15,3097,333,385,30,2.0.4-WASH,SM-G973U
207c557c-57c3-4806-b171-86a63fc7b61a,intermittent,FALSE,120,758,96,90,63,3.3.5-WASH-Feb2021,"iPhone11,2"
bd2acaf3-052c-4ba5-8d4c-e23577b34bc4,limited-sensors,FALSE,51,15,2,3,26,3.3.5-WASH-Feb2021,"iPhone8,2"
9e8a07aa-6747-4eab-972d-99871b95f18b,limited-surveys,FALSE,13,1880,243,260,79,2.0.4-WASH,SM-G950U
a0c828f7-bd25-4262-9277-b3a909ae7e17,sparse,FALSE,3,160,13,29,89,2.0.4-WASH,LGL722DL
d35f6e88-0ed8-4b77-a61c-b759d682da1e,limited-surveys,FALSE,10,214,10,23,13,2.0.4-WASH,SM-G973U
3642df0a-4f75-405c-a5ce-1f835f605798,limited-surveys,FALSE,14,1958,311,302,40,3.3.5-WASH-Feb2021,"iPhone12,1"
bbba65b1-2f80-41d4-906a-08626c3d8586,limited-surveys,FALSE,103,467,0,114,82,2.0.4-WASH,Coolpad 3632A
fe99da55-b96d-4922-9eb2-3fdf3194e4ec,few sensors,FALSE,12,114,17,17,6,3.3.5-WASH-Feb2021,"iPhone8,2"
c837bfe5-3d00-4235-b29d-0641f5f0425e,limited-sensors,FALSE,164,28,0,0,83,2.0.4-WASH,SM-S205DL
9d2f90e1-f0a1-4938-ba63-4e15bfc6bd14,few sensors,FALSE,26,23,4,4,13,3.3.5-WASH-Feb2021,"iPhone9,1"
4845df31-d700-4074-84da-93316d3edff5,active,FALSE,68,11361,1459,1536,27,2.0.4-WASH,SM-N986U1
23b9e305-cfe0-4fa4-ba5c-cd1ef3df1861,limited-sensors,FALSE,73,152,10,14,45,2.0.4-WASH,SM-A505F
05deb1f5-cfcf-480c-9592-fca44cb592fe,intermittent,FALSE,69,460,44,42,45,2.0.4-WASH,SM-A505F
be062b4a-470c-4808-849e-afb1d3bfcbe9,limited-surveys,FALSE,95,329,35,34,65,2.0.4-WASH,SM-A505F
920d9920-038f-4f11-abbd-b6c61402e1d6,limited-surveys,FALSE,91,224,21,25,74,2.0.4-WASH,SM-A505F
7d447609-1bf1-4c50-9c70-70eaceb9f444,limited-sensors,FALSE,85,196,15,25,69,2.0.4-WASH,SM-A505F
9e8c1cd6-57f7-4bd2-aca3-e1173bb0d13b,intermittent,FALSE,21,1662,173,152,78,2.1.2-WASH,SM-A716U1
0ed7fd6b-066f-4338-8d11-d119791cb00a,limited-surveys,FALSE,44,211,0,66,38,2.0.4-WASH,Armor X5
5c285d1a-8fc1-4e6a-99d7-0337642d5c61,committed,FALSE,212,16904,2778,3098,85,2.0.4-WASH,SM-G965U
c208bf8b-aa69-48ed-9886-6f99777357c0,active,FALSE,169,3025,378,387,82,3.3.5-WASH-Feb2021,"iPhone9,2"
fdb8d60a-fec5-4491-8b41-90ab8c9e4644,active,FALSE,116,2303,327,330,62,3.3.5-WASH-Feb2021,"iPhone12,3"
dfd3842a-5a86-431e-bf67-9eb24e4cf3ac,few sensors,FALSE,42,1,0,0,27,3.3.5-WASH-Feb2021,"iPhone8,4"
051525d6-7ae9-473e-b0fd-9db2ec651aeb,limited-sensors,FALSE,26,196,27,26,38,3.3.5-WASH-Feb2021,"iPhone11,6"
2baeb27d-f123-4d0e-8ec5-fb2264a98663,sparse,FALSE,0,631,27,27,156,2.1.9-WASH,SM-G965U1
d2a60ba4-ab7b-4ad7-a6a3-9b624a17b2da,intermittent,FALSE,28,4806,530,691,62,2.0.4-WASH,SM-G965U1
4b3453fe-e4a9-4d40-b3ef-2a07c7246029,active,FALSE,35,5294,626,675,22,2.0.4-WASH,LM-V405
2e23ffc3-33cb-4006-b807-a5ae2dca2d9b,limited-surveys,FALSE,14,1285,172,167,55,3.3.5-WASH-Feb2021,"iPhone12,3"
477fe69c-1d62-40cc-9b31-5ccc45fbaedb,few sensors,FALSE,9,21,2,2,12,3.3.5-WASH-Feb2021,"iPhone11,8"
d37b8bf6-81fa-49ef-adbe-848cf2854dc9,active,FALSE,55,1237,171,166,35,3.3.5-WASH-Feb2021,"iPhone11,8"
b7686c91-97e3-4713-96a4-1daa780e583b,sparse,FALSE,3,173,14,22,3,2.0.4-WASH,SM-G950U
b9d9162a-0b8f-4646-a15e-571ede969ab8,intermittent,FALSE,28,2281,280,292,22,2.0.4-WASH,SM-G955U
93b146d6-f24d-49a0-aa87-ede65e68671b,limited-sensors,FALSE,97,122,26,13,86,3.6.0-WASH-Mar2021,"iPhone12,8"
97f19335-4b8d-4855-b632-27110262ae07,limited-surveys,FALSE,9,560,112,119,58,2.0.4-WASH,LG-US998
40d3c910-07a1-4f40-81d2-ddb26b978761,intermittent,FALSE,118,354,49,48,62,3.3.5-WASH-Feb2021,"iPhone11,2"
39600219-6c2b-4336-9baa-e96c7aa45cbf,committed,FALSE,61,12098,1803,1831,49,2.0.4-WASH,SM-G960U
45af8a87-f0c4-48cf-bee1-5aaafd8f781e,intermittent,FALSE,26,10505,1227,1398,215,2.0.4-WASH,Pixel 3 XL
8cadafc3-0654-4de7-b22e-f58c5e25af50,sparse,FALSE,0,40,2,12,1,2.0.4-WASH,SM-G970U1
9440a58a-57a4-4131-a9bf-dcd48e94fc54,limited-surveys,FALSE,9,826,77,122,79,2.0.4-WASH,Pixel 3
59e0c81b-8d7a-4359-82d6-0054e743d40b,intermittent,FALSE,16,4514,483,550,85,2.0.4-WASH,Pixel 3 XL
05f07172-dbe5-4155-ac40-069a1b1253e8,active,FALSE,166,3458,401,396,83,3.3.5-WASH-Feb2021,"iPhone12,8"
f0fffc54-077a-49f7-8205-dc337d622048,few sensors,FALSE,5,20,3,3,2,3.3.5-WASH-Feb2021,"iPhone11,8"
8b3d3788-9f8a-48c3-8e46-8b916eb5a31c,intermittent,FALSE,93,512,51,57,87,3.3.5-WASH-Feb2021,"iPhone10,6"
db13aeec-44c4-4684-a87b-57dbe6f8ca66,sparse,FALSE,0,51,7,7,1,3.3.5-WASH-Feb2021,"iPhone13,2"
b40f59f5-1e61-4cbe-b632-d91e67276433,limited-surveys,FALSE,15,372,28,72,10,2.0.4-WASH,SM-G950U
54873863-aaa1-4e06-bd64-69b36ab436c6,limited-sensors,FALSE,71,116,17,16,79,3.3.5-WASH-Feb2021,"iPhone9,3"
dc9553d4-9e22-4f6c-825a-a0654a0a373d,intermittent,FALSE,188,652,134,148,22,2.0.4-WASH,SM-G930T
afd1764f-e7e3-4d5b-92ae-43d3d88e9d2f,limited-surveys,FALSE,3,359,64,62,5,3.3.5-WASH-Feb2021,"iPhone11,8"
386ec137-03b0-4722-b21e-fb8c19ef49ac,active,FALSE,74,2441,350,371,73,2.0.4-WASH,E6910
0644bce5-3ae8-4edf-b97e-2b87719c9ec3,limited-sensors,FALSE,157,179,21,22,80,3.3.5-WASH-Feb2021,"iPhone11,6"
e4ce7c12-6035-4f93-8e91-a733a3a2295c,active,FALSE,35,3346,570,590,69,2.0.4-WASH,moto g(7)
45638620-af0e-4643-9f94-f8396a8808ed,intermittent,FALSE,68,687,101,105,62,3.3.5-WASH-Feb2021,"iPhone11,8"
c112ac51-1bcb-4dea-bbaa-fc7baa06d988,limited-sensors,FALSE,15,21,0,15,68,2.0.4-WASH,moto x4
40a15bdc-9e8d-4875-8910-8506486bdd5b,committed,FALSE,210,7472,1334,1304,83,3.3.5-WASH-Feb2021,"iPhone11,2"
862fd79c-1dbb-42c1-a2b9-96640da21e29,intermittent,FALSE,207,1377,80,79,87,2.0.4-WASH,Redmi Note 8
8e707652-c720-4ef4-b006-6ec649ea4104,limited-sensors,FALSE,133,46,3,4,83,3.3.5-WASH-Feb2021,"iPhone10,1"
7dcfcc90-59e8-48c1-a146-26fe9c1aa067,committed,FALSE,67,6566,799,956,84,2.0.4-WASH,SM-G973U
4419825d-ca33-454f-961f-93d56b2fc5a2,active,FALSE,66,3833,588,584,84,3.3.5-WASH-Feb2021,"iPhone13,3"
38290041-5af0-4de0-aff8-4fcc2ce52692,intermittent,FALSE,97,340,50,47,77,3.3.5-WASH-Feb2021,"iPhone11,2"
f9d449f3-2793-4dcc-a88b-75a411e70d9d,limited-surveys,FALSE,4,278,35,68,15,2.0.4-WASH,SM-G973U
39af4c86-86cf-4f58-83ee-ff5b45359252,sparse,FALSE,0,25,2,2,0,2.0.4-WASH,LM-Q720
bfe996a2-651f-4f59-9441-e0950db1a481,intermittent,FALSE,32,1405,235,279,77,2.0.4-WASH,Pixel 3a XL
be22a7c3-54bd-47b8-b9ed-eb76fc1254eb,limited-surveys,FALSE,11,1024,129,135,4,2.0.4-WASH,SAM-SM-G891A
f1189df7-b7b5-4471-8c25-c65700044adc,limited-sensors,FALSE,199,29,0,0,85,2.0.4-WASH,A501DL
b0fba3d2-a2a9-4a21-9c11-6bf2dee245e7,few sensors,FALSE,6,560,98,108,1,2.0.4-WASH,moto g power
63be4197-0d64-4245-af47-f953a1c71b2b,limited-surveys,FALSE,8,1280,118,162,16,2.0.4-WASH,SM-N960U
5f7084f2-34ec-4ad0-a473-5b33a0cf267d,committed,FALSE,85,17598,2308,2445,71,2.0.4-WASH,SM-G973U
ce561d95-d460-45bb-bb17-687864bcc214,active,FALSE,165,1078,153,152,83,3.3.5-WASH-Feb2021,"iPhone13,3"
9461e5fd-b8ef-4293-b34f-20bd64d81645,limited-surveys,FALSE,10,1238,183,180,49,3.3.5-WASH-Feb2021,"iPhone12,1"
c0a1965b-2525-4aad-8f8d-1eca68fd6a48,limited-surveys,FALSE,6,789,134,134,35,2.1.0-WASH,SM-G998U
7a09fd8e-bbe9-442e-96d5-4beecc0b6522,active,FALSE,53,2971,486,525,27,2.0.4-WASH,SM-N975U
b25de2be-3e0a-4120-b63e-df19e9b98fbe,intermittent,FALSE,64,948,93,89,85,2.1.2-WASH,BLA-A09
d1b3145a-f5c2-4a7e-977f-1089712bd40c,active,FALSE,72,3145,683,682,49,2.0.4-WASH,BLA-A09
af2ae420-ab42-4c59-aa76-61725fbe9fd0,limited-sensors,FALSE,63,36,3,3,42,3.3.5-WASH-Feb2021,"iPhone12,5"
1ddae3d8-2413-46e2-bbc9-3e105c98c608,few sensors,FALSE,43,2,0,0,30,3.3.5-WASH-Feb2021,"iPhone9,1"
036b3741-aa9d-421b-9527-34cb038182a4,intermittent,FALSE,27,3695,442,492,65,2.0.4-WASH,Pixel 2 XL
f6b001b8-5273-42c5-a2fd-9af7fc1f6785,active,FALSE,99,1299,175,174,83,3.3.5-WASH-Feb2021,"iPhone12,5"
40fc6bd3-3d34-4962-985b-11cd51452933,limited-sensors,FALSE,102,143,20,24,69,3.3.5-WASH-Feb2021,"iPhone10,3"
a19b5aa7-8a01-4828-8899-880adb3eb98e,limited-sensors,FALSE,40,89,13,12,21,3.3.5-WASH-Feb2021,"iPhone10,1"
70ea6814-4f9f-4989-8508-ddb7509b4aed,limited-surveys,FALSE,13,2733,273,328,82,2.0.4-WASH,SM-N950U
bc8ac3c1-1220-4961-b885-946f4a2ebd3d,limited-sensors,FALSE,34,15,1,1,17,3.3.5-WASH-Feb2021,"iPhone12,8"
bce874f5-5f2e-4cb8-9518-e2d46c4990bb,committed,FALSE,164,5264,708,706,83,3.3.5-WASH-Feb2021,"iPhone13,2"
ce9caa0c-3c76-4001-8836-6d472de98899,intermittent,FALSE,75,452,61,92,61,3.3.5-WASH-Feb2021,"iPhone12,5"
2d4f19c3-daa2-40c4-80db-cb891bde7381,active,FALSE,113,2124,299,299,62,3.3.5-WASH-Feb2021,"iPhone11,8"
772e089b-8a51-4416-bc75-1e16ff7fb3ba,intermittent,FALSE,36,890,137,133,21,3.3.5-WASH-Feb2021,"iPhone12,8"
7563ab18-1acf-4cb7-90bd-7ba80e92b9e5,limited-surveys,FALSE,114,215,1,150,76,2.0.4-WASH,moto g stylus
446cdd39-c9c2-4fb2-ad8b-3312ab746172,limited-surveys,FALSE,7,658,74,67,31,2.0.4-WASH,SM-G991U
155263d3-23bb-4674-95b9-79ad681405ec,committed,FALSE,67,14116,1676,1831,82,2.0.4-WASH,SM-G975U
3a3c07f1-e34e-4094-9174-5793156bc1b6,committed,FALSE,167,7475,1326,1320,83,3.3.5-WASH-Feb2021,"iPhone11,2"
eb060b0e-d70b-4d29-ab8e-fa42ae9633b1,limited-sensors,FALSE,17,55,8,6,23,3.3.5-WASH-Feb2021,"iPhone10,1"
1decc705-672d-409a-ad9b-b25ca6416676,active,FALSE,107,2442,308,447,60,3.3.5-WASH-Feb2021,"iPhone9,4"
c71b2f8d-8705-439f-9e61-515b75b47f55,limited-sensors,FALSE,109,89,12,11,84,3.3.5-WASH-Feb2021,"iPhone11,2"
166537f9-c6de-4214-aef8-1016216efa31,limited-sensors,FALSE,95,48,6,8,75,3.3.5-WASH-Feb2021,"iPhone10,4"
252539c0-a046-4625-9634-d0329ac9099a,limited-sensors,FALSE,41,58,8,7,32,3.3.5-WASH-Feb2021,"iPhone11,6"
daa9bac8-82fb-4dc5-ae64-0491c3cec05f,limited-surveys,FALSE,21,240,24,80,83,2.0.4-WASH,moto g(7) optimo maxx(XT1955DL)
959786fe-e8c6-4c08-92ad-d0ed277a4313,limited-sensors,FALSE,100,12,0,9,28,2.0.4-WASH,moto x4
265ebbd7-5096-4753-9ea9-f724d106b231,limited-sensors,FALSE,41,99,13,12,79,3.3.5-WASH-Feb2021,"iPhone10,1"
8b17a807-ae91-4262-ba65-430f631fbbfa,few sensors,FALSE,30,2,0,0,40,3.3.5-WASH-Feb2021,"iPad7,5"
696eb57e-b23a-4d6b-b156-f512f430a914,intermittent,FALSE,59,413,60,59,30,3.3.5-WASH-Feb2021,"iPhone13,2"
a2be0f49-6fca-426f-8fc1-80bb41d22e71,limited-sensors,FALSE,53,92,0,83,68,2.0.4-WASH,moto g power
08872ab4-e765-47a6-9bc5-6c44cb40de53,few sensors,FALSE,37,1,0,0,49,3.3.5-WASH-Feb2021,"iPhone12,3"
c8c9a105-1f9f-4d99-ad25-5abe8bf75647,limited-surveys,FALSE,5,705,126,126,44,2.1.2-WASH,ONEPLUS A5000
437df78c-e29a-43df-9b3e-d80dca33628b,active,FALSE,43,23155,1648,1653,71,2.1.2-WASH,ONEPLUS A5000
ee50c6ea-7a81-41c3-a1d9-3c9ef3de7ae2,active,FALSE,40,2753,499,583,31,2.0.4-WASH,ONEPLUS A5000
92946e6b-36b7-403c-8c34-9d91fbb132f9,few sensors,FALSE,25,8,1,1,16,3.3.5-WASH-Feb2021,"iPhone12,1"
5b4a04a4-bc9d-4833-a3a9-3c58ff2df817,sparse,FALSE,3,10,1,1,3,3.3.5-WASH-Feb2021,"iPhone11,8"
fd5e6e08-2afa-4fd9-8a36-f321acc58a2b,sparse,FALSE,4,70,8,15,13,2.0.4-WASH,SM-J737T1
a40e9cbd-449e-4fe2-8fa9-7a52c51a96cf,active,FALSE,41,1278,206,210,22,3.3.5-WASH-Feb2021,"iPhone12,8"
2dd111a5-4d53-457e-b570-9495ab56ea1f,sparse,FALSE,2,93,9,22,78,2.0.4-WASH,LG-H700
1543b950-104d-4878-9288-e2c9e46e6826,intermittent,FALSE,157,404,54,52,83,3.3.5-WASH-Feb2021,"iPhone12,1"
3be49379-5ed9-43eb-b8da-75b2bcacad04,sparse,FALSE,4,2,0,0,2,3.3.5-WASH-Feb2021,"iPhone13,4"
30358a6a-298c-4e15-a8c5-a49467567b4c,active,FALSE,77,3547,476,635,85,2.0.4-WASH,KB2007
e9485a6d-1ee4-4fbc-abe3-00882c1a5299,limited-surveys,FALSE,6,377,49,55,85,2.0.4-WASH,SM-G981V
7a55d6ca-6ae6-4e37-b425-cf645309ccab,intermittent,FALSE,147,582,76,111,79,2.0.4-WASH,moto g(7) power
53a5a7ac-4483-41ca-bfa4-b155036269f7,limited-sensors,FALSE,51,17,1,1,28,3.3.5-WASH-Feb2021,"iPhone11,8"
d71c59b8-f117-48f8-8452-c8382b23e8eb,intermittent,TRUE,168,1417,92,140,83,2.0.4-WASH,Redmi Note 8 Pro
9f225a1d-6642-468d-b7e3-4689657323a3,active,FALSE,77,1167,127,210,80,2.0.4-WASH,SM-G965U
0f746d4d-a965-44ac-a761-ec8a177707f1,sparse,FALSE,1,1,0,0,0,2.0.4-WASH,RMX1971
9dfdeee7-d417-44ad-a4d1-caab218be569,limited-sensors,FALSE,59,62,2,17,82,2.0.4-WASH,LM-Q730
561c831e-a3b3-4db1-8345-59f98e109336,active,FALSE,167,15644,2265,2344,35,2.0.4-WASH,SM-G950U
82849ca1-a05c-427f-ba71-328bea49504f,intermittent,FALSE,42,620,76,77,44,3.3.5-WASH-Feb2021,"iPhone9,1"
4fb5db66-a762-416e-a4cf-e7b01c1175a4,limited-sensors,FALSE,71,64,8,9,41,3.3.5-WASH-Feb2021,"iPhone11,6"
37851ed7-13b8-42e9-b5ff-fe73cf83a255,committed,FALSE,164,13270,1451,1741,85,2.0.4-WASH,Pixel 3
c62710b8-7e48-4558-b7b8-9e0d65fda302,limited-surveys,FALSE,135,881,31,32,82,3.3.5-WASH-Feb2021,"iPhone10,5"
691855be-aaea-4640-9219-1988951530d8,intermittent,FALSE,160,447,61,57,83,3.3.5-WASH-Feb2021,"iPhone12,1"
21c4f490-1089-4c25-8603-6bc724b03b07,intermittent,FALSE,17,4625,519,538,13,2.0.4-WASH,Pixel 5
f7988f33-8b2e-4127-911a-0f9c2a727531,limited-surveys,FALSE,8,300,38,36,7,3.3.5-WASH-Feb2021,"iPhone12,1"
f72b04f7-9e0a-4ed2-a311-8c6b4f094dbb,limited-sensors,FALSE,47,66,10,10,26,3.3.5-WASH-Feb2021,"iPhone12,1"
4c4caeb0-5a13-40c6-ac28-bd2be24a142a,sparse,FALSE,1,0,0,0,52,3.8.0-WASH-Mar2021,"iPhone13,3"
0fa59c7e-715a-4523-b4d4-16a74f28ebe8,intermittent,FALSE,61,363,49,54,83,3.8.0-WASH-Mar2021,"iPhone13,3"
349a24bf-b5e6-46f8-8843-ffdee176f782,committed,FALSE,75,20625,2999,3066,52,2.0.4-WASH,SM-G950U
974eeccc-99d9-4a29-bc73-6fa2006d09a9,active,FALSE,156,1410,207,193,83,3.3.5-WASH-Feb2021,"iPhone13,4"
c8ca6e61-6235-4fb7-b817-0771b9aaa5ab,limited-sensors,FALSE,19,12,1,1,22,3.3.5-WASH-Feb2021,"iPhone11,8"
4d6a73b8-335b-4a91-a1f1-c8392347c784,committed,FALSE,99,11664,1497,1561,84,2.0.4-WASH,SM-G960U
fb9c03f3-5717-4b33-b08e-9ab2d50d5922,active,FALSE,139,1866,319,462,85,2.0.4-WASH,SM-G988U1
2fd9e79f-c0ae-4785-888d-fd053b322f30,intermittent,FALSE,86,409,55,58,59,3.3.5-WASH-Feb2021,"iPhone10,1"
1b62948e-fb93-4346-971c-e00b6a50e89c,limited-sensors,FALSE,13,14,2,2,19,3.3.5-WASH-Feb2021,"iPhone11,8"
7de06d7c-ba12-4afd-aa0c-810dcca9e4ee,limited-surveys,FALSE,69,262,33,31,57,3.3.5-WASH-Feb2021,"iPhone12,3"
dba796f0-725d-45f8-b284-011cdefdf15f,limited-surveys,FALSE,82,2378,0,1395,84,2.0.4-WASH,SM-S260DL
0cf576be-fbe5-4b81-855f-2c357e70a147,intermittent,FALSE,92,576,77,72,46,3.3.5-WASH-Feb2021,"iPhone10,6"
969a4979-f6c4-4668-b53d-53a36fb6e9ab,limited-sensors,FALSE,111,192,22,24,57,3.3.5-WASH-Feb2021,"iPhone10,4"
cf7cc726-19c6-4e04-929f-f5e87559e668,active,FALSE,44,1596,245,233,75,3.3.5-WASH-Feb2021,"iPhone13,3"
b55b330e-af0e-46da-9147-ae61ed5fafe9,intermittent,FALSE,19,5295,783,923,93,2.0.4-WASH,KB2007
9b35f991-bd4b-4fc0-a937-7aafa83d30a7,limited-sensors,FALSE,62,32,3,4,43,3.3.5-WASH-Feb2021,"iPhone12,3"
66cdc0ee-2f8b-464c-af97-df43814f47ac,intermittent,FALSE,22,1674,168,207,72,2.0.4-WASH,Pixel 3a
a59b7190-c8a3-477f-95ee-ca93b51c1abe,limited-sensors,FALSE,39,128,16,15,24,3.3.5-WASH-Feb2021,"iPhone11,8"
0e10a215-c32d-479d-8fbf-5becf913bb7e,active,FALSE,172,1607,229,242,83,3.3.5-WASH-Feb2021,"iPhone13,3"
8d51c6a5-039f-4964-aa09-3530ac7c0177,active,FALSE,148,1722,242,238,84,3.3.5-WASH-Feb2021,"iPhone13,1"
4b7cc15c-ca12-4d16-841f-62123e6b7d40,active,FALSE,45,3720,432,577,85,2.0.4-WASH,Pixel 4a
41866a7d-cf09-421d-abbf-1550f0e554a1,limited-sensors,FALSE,41,30,4,3,52,3.3.5-WASH-Feb2021,"iPhone8,2"
475b39a8-55f5-4896-972b-f528b047fa25,sparse,FALSE,1,5,1,1,0,3.3.5-WASH-Feb2021,"iPhone11,8"
ece8fa19-a7e3-4668-9366-e2bad8bd16d9,limited-surveys,FALSE,10,2931,239,271,90,2.0.4-WASH,Pixel 4a
f661792d-42f5-449a-bd63-fcd1828e4b23,intermittent,FALSE,16,885,103,123,81,2.0.4-WASH,SM-G986U1
e6391876-7ebf-4faf-89a5-2fe59f0a3f5f,intermittent,FALSE,24,433,106,110,84,2.0.4-WASH,moto g(7) play
